game,round,num_iterations,max_depth,time_taken,num_children,value
14,14,842,5,10.0,1,0.12035141333123567
14,15,1000,2,3.26,7,0.12035285414755345
14,16,1000,3,7.3,4,0.1203535667732358
14,17,211,3,10.01,5,0.12035388259384869
14,18,412,5,10.01,3,0.12035362923391235
14,19,198,3,10.03,4,0.12035313745339711
14,20,1000,4,3.36,3,0.12035280905663967
14,21,1000,4,4.22,3,0.12035377158224583
14,22,1000,4,4.09,3,0.12035359302163125
14,23,1000,2,3.33,2,0.12035412775725127
14,24,1000,3,3.34,2,0.12035445840656757
14,25,253,4,10.03,2,0.1203535657096286
14,26,1000,2,5.16,7,0.12035281177610159
14,27,1000,4,6.5,5,0.12035087513178587
14,28,1000,3,4.97,4,0.12035059363394976
14,29,1000,2,2.85,6,0.12035037519782782
14,30,1000,5,8.69,3,0.12035098379850387
14,31,343,4,10.01,4,0.12035168926761032
14,32,393,5,10.05,3,0.12035069231692767
14,33,1000,5,3.39,1,0.12035221521556377
14,34,1000,2,2.73,1,0.1203526346758008
